id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/phx7p8jgjvm,ICT services to students in the greater Accra region of Ghana,Information and Learning Science,2017,10.1108/ILS-06-2017-0052,article,portico,10/07/2017,07-Aug,118,http://doi.org/10.1108/ILS-06-2017-0052,Dzandza Patience Emefa,Emerald Group Publishing,eng,393,405,,6759,13,unigram; bigram; trigram
ark://27927/pgj2zb7v7cz,Contexts of utilization of ICT by medical practitioners in private hospitals in Osun State Nigeria,"World Journal of Science, Technology and Sustainable Development",2013,10.1108/WJSTSD-01-2013-0004,article,portico,01/03/2013,3,10,http://doi.org/10.1108/WJSTSD-01-2013-0004,AdioAkeem WilliamsNwagwu,Emerald Group Publishing,eng,229,246,,8772,18,unigram; bigram; trigram
ark://27927/pgf146f9qt9,Quantum analogue computing,Philosophical Transactions A,2010,10.1098/rsta.2010.0017,article,portico,13/08/2010,1924,368,http://doi.org/10.1098/rsta.2010.0017,William J. Munro; Kae Nemoto; Vivien M. Kendon,The Royal Society,eng,3609,3620,,5718,12,unigram; bigram; trigram
ark://27927/phw6h1sr9r,Hearing Aids and the History of Electronics Miniaturization,IEEE Annals of the History of Computing,2011,,article,portico,02/09/2011,2,33,,Mara. Mills,Project MUSE,eng,24,44,,12779,21,unigram; bigram; trigram
ark://27927/phx32tbz72r,Never innovate to compete rather innovate to change the rules of the game,Emerald Emerging Markets Case Studies,2012,10.1108/20450621211306584,article,portico,17/10/2012,8,2,http://doi.org/10.1108/20450621211306584,Rajeshwari Victor,Emerald Group Publishing,eng,1,24,,6548,16,unigram; bigram; trigram
ark://27927/phzcrnv0m4b,"QoS Strategies for Wireless Multimedia Sensor Networks in the Context of IoT at the MAC Layer, Application Layer, and Cross-Layer Algorithms",Journal of Computer Networks and Communications,2019,10.1155/2019/9651915,article,portico,29/12/2019,null,2019,http://doi.org/10.1155/2019/9651915,Zhiyong Xu; Tingrui Pei; Muwonge Ssajjabbi Bernard; Kimbugwe Nasser,Hindawi,eng,,,,23536,33,unigram; bigram; trigram
ark://27927/phzqzzqtqx,Hand - EEÄ - EEheld Communication Devices: Friend or Foe?,Aorn Journal,2013,10.1016/j.aorn.2013.07.005,article,portico,01/09/2013,3,98,http://doi.org/10.1016/j.aorn.2013.07.005,Jonathan Dort; Charlotte L. Guglielmi; Ross Simon; Susan Banschbach; Brian Ferla; Linda Groah,"John Wiley & Sons, Inc.",eng,294,303,,5091,10,unigram; bigram; trigram
ark://27927/phxwqhkw35,9. Weve Got More Than a Problem,"Go, Flight!",2015,,chapter,portico,01/01/2015,,,,Rick Houston; J. Milt Heflin; John Aaron,University of Nebraska Press,eng,199,247,,20653,49,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctt24h9qh.23,Internet development,China: New Engine of World Growth,2012,,chapter,jstor,01/01/2012,,,http://www.jstor.org/stable/j.ctt24h9qh.23,,,eng,276,299,,7558,24,unigram; bigram; trigram; fullText
ark://27927/pgg1mxvh6px,Human - EEÄ - EEcomputer interaction,Annual Review of Information Science and Technology,2011,10.1002/aris.2011.1440450115,article,portico,01/01/2011,1,45,http://doi.org/10.1002/aris.2011.1440450115,Jonathan Grudin,"John Wiley & Sons, Inc.",eng,367,430,,25499,64,unigram; bigram; trigram
ark://27927/phz2m51r8g4,Potential Uses of Google Glass in the Pharmacy,Hospital Pharmacy,2013,10.1310/hpj4809-783,article,portico,01/09/2013,9,48,http://doi.org/10.1310/hpj4809-783,Bill G. Felkey; Brent I. Fox,SAGE Publications,eng,783,784,,1331,2,unigram; bigram; trigram
ark://27927/phw6h2zgzc,"Open Standards in the Digital Age: History, Ideology, and Networks by Andrew L. Russell (review)",IEEE Annals of the History of Computing,2015,,article,portico,24/06/2015,2,37,,Alison. Powell,Project MUSE,eng,89,90,,1509,2,unigram; bigram; trigram
ark://27927/pbd81rcqmw,4. Keystone Kops and the Fog of War,Wiki at War,2012,,chapter,portico,01/01/2012,,,,"Carafano, James Jay",Texas A&M University Press,eng,125,161,,15806,37,unigram; bigram; trigram
ark://27927/phx5cxhkn3s,Social Software and Digital Competences,InnovAiT,2010,10.1093/innovait/inp190,article,portico,01/05/2010,5,3,http://doi.org/10.1093/innovait/inp190,Dr John Sandars,SAGE Publications,eng,306,309,,3042,4,unigram; bigram; trigram
http://www.jstor.org/stable/43486984,"ANTITRUST, INNOVATION, AND PRODUCT DESIGN IN PLATFORM MARKETS: ""MICROSOFT"" AND ""INTEL""",Antitrust Law Journal,2012,,article,jstor,01/01/2012,,2,http://www.jstor.org/stable/43486984,William H. Page; Seldon J. Childers,American Bar Association,eng,363,395,,16667,33,unigram; bigram; trigram
ark://27927/phx7cwnxh5q,Enhancing a 3D Printer with Online Access,International Journal of Interactive Mobile Technologies,2017,10.3991/ijim.v11i5.7069,article,portico,24/07/2017,5,11,http://doi.org/10.3991/ijim.v11i5.7069,T. F. Andrade; J. Rodrigues; P. Abreu; M. T. Restivo; M. F. Chouzal; B. F. Santos,International Association of Online Engineering,eng,44,55,,4486,12,unigram; bigram; trigram
ark://27927/phzhg4hq2mk,Load balancing aware scheduling algorithms for fog networks,Software: Practice and Experience,2020,10.1002/spe.2722,article,portico,01/11/2020,11,50,http://doi.org/10.1002/spe.2722,Issue Editor: Charith Pereira; Issue Editor: Rongfang Bie; Issue Editor: Omer Rana; Nitin Auluck; Anil Singh; Issue Editor: Hao Wu,"John Wiley & Sons, Inc.",eng,2012,2030,,12462,19,unigram; bigram; trigram
ark://27927/phw6h2x4fb,The German TR 440 Computer: Software and Its Development,IEEE Annals of the History of Computing,2010,,article,portico,24/09/2010,3,32,,Hans-Juergen. Siegert,Project MUSE,eng,40,73,,22929,34,unigram; bigram; trigram
ark://27927/phw6h0zb5q,The History and Growth of IBM's DB2,IEEE Annals of the History of Computing,2013,,article,portico,27/09/2013,2,35,,Cynthia Maro. Saracco; Donald J. Haderle,Project MUSE,eng,54,66,,8002,13,unigram; bigram; trigram
ark://27927/phzj5p1mxx9,Keep accessibility central in planning for COVID - EEÄ - EE19 mitigation,Enrollment Management Report,2020,10.1002/emt.30722,article,portico,01/12/2020,9,24,http://doi.org/10.1002/emt.30722,Joan Hope Ph.D.,"John Wiley & Sons, Inc.",eng,8,9,,1390,2,unigram; bigram; trigram
ark://27927/pgk27prmdg1,AGAINST INTELLECTUAL MONOPOLY: FREE SOFTWARE IN CHINA,World Review of Political Economy,2011,10.2307/41917739,article,portico,01/07/2011,2,2,http://doi.org/10.2307/41917739,Yi Zhou,Pluto Journals,eng,290,306,,7190,17,unigram; bigram; trigram
ark://27927/phx7wk9h0r1,Utility of Open Government Data for PhD students in India,International Journal of Comparative Education and Development,2017,10.1108/IJCED-05-2017-0004,article,portico,08/05/2017,02-Mar,19,http://doi.org/10.1108/IJCED-05-2017-0004,Saxena Stuti,Emerald Group Publishing,eng,122,131,,5825,10,unigram; bigram; trigram
http://www.jstor.org/stable/90015461,"Army, industry prepare for newest version of LOGCAP program",Inside the Pentagon,2017,,article,jstor,02/11/2017,44,33,http://www.jstor.org/stable/90015461,Marjorie Censer,Inside Washington Publishers,eng,11,12,,1648,2,unigram; bigram; trigram
ark://27927/phzbqbq611j,Tangent Host: An Uneasy Partnership,Entrepreneurship Education and Pedagogy,2019,10.1177/2515127418820637,article,portico,01/10/2019,4,2,http://doi.org/10.1177/2515127418820637,Prescott C. Ensign; Nicholas P. Robinson,SAGE Publications,eng,333,349,,6420,17,unigram; bigram; trigram
ark://27927/phz48hpbm99,Local clinical pathways: from  - EEÄ - EEgood ideas - EEÄ - EE to  - EEÄ - EEpracticality - EEÄ - EE for general practitioners,Journal of Primary Health Care,2018,HC18023,article,portico,05/09/2018,3,10,http://doi.org/HC18023,Chrystal Jaye; Tim Stokes; Anel Reyneke,CSIRO Publishing,eng,215,223,,4783,9,unigram; bigram; trigram
ark://27927/phzf641h4s,Application of the Fog computing paradigm to Smart Factories and cyber - EEÄ - EEphysical systems,Transactions on Emerging Telecommunications Technologies,2018,10.1002/ett.3184,article,portico,01/04/2018,4,29,http://doi.org/10.1002/ett.3184,R. Steinke; A. Willner; Issue Editor: Ejaz Ahmed; T. Magedanz; S. Hoque; Issue Editor: Houbing Song; Issue Editor: Brij B. Gupta; Issue Editor: Periklis Chatzimisios; Issue Editor: Yaser Jararweh; M.S. de¬†Brito,"John Wiley & Sons, Inc.",eng,n/a,n/a,,9502,14,unigram; bigram; trigram
ark://27927/pgg22m4hn3d,How to Safely Integrate Multiple Applications on Embedded Many-Core Systems by Applying the  - EEÄ - EECorrectness by Construction - EEÄ - EE Principle,Advances in Software Engineering,2012,10.1155/2012/354274,article,portico,12/06/2012,null,2012,http://doi.org/10.1155/2012/354274,Michael H. Schwarz; Robert Hilbrich,Hindawi,eng,null,,,9889,14,unigram; bigram; trigram
ark://27927/phz9h394cm7,Features of Big Data approach and new opportunities of BI-systems in marketing activities,E3S Web of Conferences,2019,10.1051/e3sconf/201911002054,article,portico,09/08/2019,null,110,http://doi.org/10.1051/e3sconf/201911002054,Anton Shaban; Igor Ilin; O. Kalinina; Anastasii Klimin,EDP Sciences,eng,,,,4329,9,unigram; bigram; trigram
ark://27927/pgj2gkkbjd0,Issues and strategy of institutional repositories (IR) in Bangladesh: a paradigm shift,The Electronic Library,2014,10.1108/EL-02-2012-0020,article,portico,28/01/2014,1,32,http://doi.org/10.1108/EL-02-2012-0020,Mezbah-ul-IslamMuhammad Mukhlesur RahmanMd,Emerald Group Publishing,eng,47,61,,5128,15,unigram; bigram; trigram
ark://27927/pgg32dqf0zw,The origins of new ways of working,Facilities,2011,10.1108/02632771111146297,article,portico,01/01/2011,09-Oct,29,http://doi.org/10.1108/02632771111146297,Juriaan van Meel,Emerald Group Publishing,eng,357,367,,6054,11,unigram; bigram; trigram
ark://27927/pgj2cpcngm1,Output - EEÄ - EEbased specifications for PPP projects: lessons for facilities management from Australia,Journal of Facilities Management,2013,10.1108/14725961311301448,article,portico,15/02/2013,1,11,http://doi.org/10.1108/14725961311301448,Patrick T.I.Lam; Arshad AliJaved; Patrick X.W.Zou,Emerald Group Publishing,eng,5,30,,13624,26,unigram; bigram; trigram
http://www.jstor.org/stable/42004289,Moving from Access to Use of the Information Infrastructure: A Multilevel Sociotechnical Framework,Information Systems Research,2013,,article,jstor,01/09/2013,3,24,http://www.jstor.org/stable/42004289,Pradeep Racherla; Munir Mandviwalla,INFORMS,eng,709,730,,17695,22,unigram; bigram; trigram
ark://27927/phw6h1sqw2,Why the Arpanet Was Built,IEEE Annals of the History of Computing,2011,,article,portico,22/09/2011,3,33,,Stephen J. Lukasik,Project MUSE,eng,4,20,,12340,17,unigram; bigram; trigram
ark://27927/pgg3zrjp8h0,Proposal of a controlled vocabulary to solve semantic interoperability problems in social security information exchanges,Library Hi Tech,2013,10.1108/LHT-02-2013-0018,article,portico,01/01/2013,4,31,http://doi.org/10.1108/LHT-02-2013-0018,Jane Greenberg; Raul Ruggia;  Eva Mendez Rodriguez and Gema Bueno de la Fuente; Francisco Delgado Azuara; Jos√© Ram√≥n Hilera Gonz√°lez,Emerald Group Publishing,eng,,,,7714,18,unigram; bigram; trigram
ark://27927/pgk152j766z,RVIP: an indistinguishable approach to scalable network simulation at real time,Wireless Communications and Mobile Computing,2015,10.1002/wcm.2481,article,portico,25/12/2015,18,15,http://doi.org/10.1002/wcm.2481,Tingzhen Li; Jiejun Kong; Dapeng Oliver Wu,"John Wiley & Sons, Inc.",eng,2219,2232,,9901,14,unigram; bigram; trigram
ark://27927/phz55x3zh1,Motivating students on ICT-related study programs to engage with the subject of sustainable development,International Journal of Sustainability in Higher Education,2018,10.1108/IJSHE-02-2017-0027,article,portico,05/03/2018,3,19,http://doi.org/10.1108/IJSHE-02-2017-0027,Huber Patrizia; Hilty Lorenz M.,Emerald Group Publishing,eng,642,656,,7696,15,unigram; bigram; trigram
ark://27927/phzjt7dqqd4,Computer Memoirs of Ray Lauzzana,Leonardo,2019,,article,portico,24/04/2019,2,52,,Ray Lauzzana,Project MUSE,eng,191,193,,2842,3,unigram; bigram; trigram
ark://27927/phx68dnvcz3,Chapter 6. Big Biology in the Biotron,Engineering the Environment,2017,,chapter,portico,01/01/2017,,,,"Munns, David P. D.",University of Pittsburgh Press,eng,196,225,,11258,30,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/656472,The Marketization of Poverty,Current Anthropology,2011,,article,jstor,01/04/2011,S3,52,http://www.jstor.org/stable/10.1086/656472,Anke Schwittay,The University of Chicago Press,eng,S71,S82,,8027,12,unigram; bigram; trigram
ark://27927/pbd189cq926,"4. The Sleeping Giant Stirs, 19651980",Faxed,2015,,chapter,portico,01/01/2015,,,,"Coopersmith, Jonathan",The Johns Hopkins University Press,eng,105,144,,16001,40,unigram; bigram; trigram
ark://27927/phzfvmstmm5,Healthcare software design and implementation - EEÄ - EEA project failure case,Software: Practice and Experience,2020,10.1002/spe.2807,article,portico,01/07/2020,7,50,http://doi.org/10.1002/spe.2807,Shouki A. Ebad,"John Wiley & Sons, Inc.",eng,1258,1276,,10296,19,unigram; bigram; trigram
ark://27927/phz956m4bdw,Digital Media and Innovation: Management and Design Strategies in Communication,SAGE KNOWLEDGE,2017,10.4135/9781483399836,book,portico,01/01/2017,,,http://doi.org/10.4135/9781483399836,Richard A. Gershon,SAGE Publications,eng,,,,115915,281,unigram; bigram; trigram
ark://27927/phzjx5m8gn3,Interview With Larry Bohn,IEEE Annals of the History of Computing,2020,,article,portico,12/08/2020,1,42,,David Walden; Larry Bohn,Project MUSE,eng,51,62,,8857,12,unigram; bigram; trigram
ark://27927/pgh126psnpt,From hierarchy to open configurations: decentralization and user-generated content,"Media, Culture & Society",2014,10.1177/0163443714526551,article,portico,01/03/2014,2,36,http://doi.org/10.1177/0163443714526551,Harmeet Sawhney; Venkata Ratnadeep Suri,SAGE Publications,eng,234,245,,5380,12,unigram; bigram; trigram
ark://27927/phzjsz2x8mf,"Founding and Growing Adobe Systems, Inc",IEEE Annals of the History of Computing,2019,,article,portico,30/09/2019,3,41,,John E. Warnock; Charles Geschke,Project MUSE,eng,24,34,,6788,11,unigram; bigram; trigram
ark://27927/phw223kmhb8,"7. New Horizons of Flight	",The Problem with Pilots,2018,,chapter,portico,01/01/2018,,,,"Schultz, Timothy P.",Johns Hopkins University Press,eng,146,165,,8361,20,unigram; bigram; trigram
http://www.jstor.org/stable/25699189,Quantum analogue computing,"Philosophical Transactions: Mathematical, Physical and Engineering Sciences",2010,,article,jstor,13/08/2010,1924,368,http://www.jstor.org/stable/25699189,Vivien M. Kendon; Kae Nemoto; William J. Munro,The Royal Society,eng,3609,3620,,5729,12,unigram; bigram; trigram
ark://27927/phw6h0zg3m,Edward Feigenbaum,IEEE Annals of the History of Computing,2015,,article,portico,01/01/2015,4,35,,Edward A. Feigenbaum;  --February 14- Grier; David Alan,Project MUSE,eng,74,81,,4900,8,unigram; bigram; trigram
ark://27927/pghbvgzs8t,"Adaptive Multiclient Network-on-Chip Memory Core: Hardware Architecture, Software Abstraction Layer, and Application Exploration",International Journal of Reconfigurable Computing,2012,10.1155/2012/298561,article,portico,18/11/2012,null,2012,http://doi.org/10.1155/2012/298561,J√ºrgen Becker; Diana G√∂hringer; Ren√© Cumplido; Michael H√ºbner; Oliver Oey; Lukas Meder; Stephan Werner,Hindawi,eng,,,,9581,14,unigram; bigram; trigram
http://www.jstor.org/stable/26819613,"In a World of SMART Technology, Why Learn Another Language?",Journal of Educational Technology & Society,2019,,article,jstor,01/04/2019,2,22,http://www.jstor.org/stable/26819613,Robert Godwin-Jones,International Forum of Educational Technology & Society,eng,4,13,,7059,10,unigram; bigram; trigram
ark://27927/phz1ngf2t5x,Speeding up test execution with increased cache locality,"Software Testing, Verification and Reliability",2018,10.1002/stvr.1671,article,portico,01/08/2018,5,28,http://doi.org/10.1002/stvr.1671,Ajitha Rajan; Panagiotis Stratis,"John Wiley & Sons, Inc.",eng,n/a,n/a,,9966,17,unigram; bigram; trigram
ark://27927/pbd85h4trw,CHAPTER 12Using Data for Policy Development,Beyond Broadband Access,2013,,chapter,portico,01/01/2013,,,,Heather E. Hudson,Fordham University Press,eng,209,228,,7571,20,unigram; bigram; trigram
http://www.jstor.org/stable/24834265,Advanced radar warning receiver eyed,Inside the Army,2012,,article,jstor,07/05/2012,18,24,http://www.jstor.org/stable/24834265,Jen Judson,Inside Washington Publishers,eng,4,5,,1667,2,unigram; bigram; trigram
ark://27927/phx13ddxs5t,Security protocols in body sensor networks using visible light communications,International Journal of Communication Systems,2016,10.1002/dac.3021,article,portico,10/11/2016,16,29,http://doi.org/10.1002/dac.3021,Issue Editor: Laurence T. Yang; Issue Editor: Zheng Yan; Xiong Gao; Zheng Yan; Xin Huang; Issue Editor: Valtteri Niemi,"John Wiley & Sons, Inc.",eng,2349,2363,,8122,15,unigram; bigram; trigram
ark://27927/pgf8nc6h25,Mobile gSET - EEÄ - EEsecure business workflows for Mobile - EEÄ - EEGrid clients,Concurrency and Computation: Practice and Experience,2010,10.1002/cpe.1437,article,portico,25/09/2010,14,22,http://doi.org/10.1002/cpe.1437,J. Mangler; I. Ul Haq; H. Wanek; Geoffrey Fox; O. Jorns; C. Witzany; E. Schikuta,"John Wiley & Sons, Inc.",eng,2036,2051,,7263,16,unigram; bigram; trigram
ark://27927/pgh3pcwv9f1,Communication With Stakeholders Through Corporate Web Sites: An Exploratory Study on the CEO Messages of Major Corporations in Greater China,Journal of Business and Technical Communication,2014,10.1177/1050651914524779,article,portico,01/07/2014,3,28,http://doi.org/10.1177/1050651914524779,Rita Gill Singh; Cindy Sing-Bik Ngai,SAGE Publications,eng,352,394,,16075,43,unigram; bigram; trigram
ark://27927/pgh3p6qwgq6,Virtual information training for a global business,Business Information Review,2014,10.1177/0266382114562104,article,portico,01/12/2014,4,31,http://doi.org/10.1177/0266382114562104,Bonnie Ranvild Frisendahl,SAGE Publications,eng,237,242,,4382,6,unigram; bigram; trigram
ark://27927/phz7pn35n7x,Foundations and Technological Landscape of Cloud Computing,ISRN Software Engineering,2013,10.1155/2013/782174,article,portico,07/02/2013,null,2013,http://doi.org/10.1155/2013/782174,Nattakarn Phaphoom; Xiaofeng Wang; M. Meringer; Pekka Abrahamsson; R. J. Walker,Hindawi,eng,,,,23983,31,unigram; bigram; trigram
ark://27927/phwtk4qp4h,"Digitalization, Street - EEÄ - EELevel Bureaucracy and Welfare Users' Experiences",Social Policy & Administration,2018,10.1111/spol.12283,article,portico,01/01/2018,1,52,http://doi.org/10.1111/spol.12283,Liv Johanne Syltevik; Hans - EEÄ - EETore Hansen; Kjetil Lundberg,"John Wiley & Sons, Inc.",eng,67,90,,10170,24,unigram; bigram; trigram
ark://27927/phz9387hnv5,Aptiv Becoming a More Sustainable Business,Journal of Applied Corporate Finance,2019,10.1111/jacf.12342,article,portico,01/06/2019,2,31,http://doi.org/10.1111/jacf.12342,Kevin P. Clark,"John Wiley & Sons, Inc.",eng,15,21,,6766,9,unigram; bigram; trigram
ark://27927/phzjsz6xn46,The Experimental Computer Programme: The First Computing Initiative for the National Health Service in England,IEEE Annals of the History of Computing,2017,10.1353/ahc.2017.0014,article,portico,15/09/2017,2,39,http://doi.org/10.1353/ahc.2017.0014,Stephen M. Davies,Project MUSE,eng,65,79,,10319,15,unigram; bigram; trigram
ark://27927/pgjn4k93rk,User perceptions towards an ERP system,Journal of Enterprise Information Management,2015,10.1108/JEIM-10-2013-0075,article,portico,02/03/2015,2,28,http://doi.org/10.1108/JEIM-10-2013-0075,KhawajaSaeed SueAbdinnour,Emerald Group Publishing,eng,243,259,,8185,17,unigram; bigram; trigram
ark://27927/phx4686xjdw,"The Pransky interview: Mitchell Weiss, CTO, Seegrid Corporation",The Industrial Robot,2017,10.1108/IR-01-2017-0012,article,portico,20/03/2017,2,44,http://doi.org/10.1108/IR-01-2017-0012,Pransky Joanne,Emerald Group Publishing,eng,137,141,,3509,5,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctv2t4bv7.4,The United Kingdom Is(a)land of Utopia:,Utopian Discourses Across Cultures,2016,,chapter,jstor,01/01/2016,,,http://www.jstor.org/stable/j.ctv2t4bv7.4,,,eng,13,26,,4559,16,unigram; bigram; trigram; fullText
ark://27927/phzjrnsr6wq,"Technological Innovation, Commercialization, and Regional Development: Computer Graphics in Utah, 1965-1978",Information & Culture: A Journal of History,2016,10.1353/lac.2016.0019,article,portico,16/10/2016,4,51,http://doi.org/10.1353/lac.2016.0019,James R. Lehning,Project MUSE,eng,479,499,,9274,21,unigram; bigram; trigram
ark://27927/pgj1d11n1f7,Asynchronous Geospatial Processing: An Event - EEÄ - EEDriven Push - EEÄ - EEBased Architecture for the OGC Web Processing Service,Transactions in GIS,2015,10.1111/tgis.12104,article,portico,01/06/2015,3,19,http://doi.org/10.1111/tgis.12104,Rene Westerholt; Bernd Resch,"John Wiley & Sons, Inc.",eng,455,479,,12278,25,unigram; bigram; trigram
ark://27927/phzk08sp0b8,Internet of Things feasibility for disabled people,Transactions on Emerging Telecommunications Technologies,2020,10.1002/ett.3906,article,portico,01/12/2020,12,31,http://doi.org/10.1002/ett.3906,Nuno Vasco Lopes,"John Wiley & Sons, Inc.",eng,n/a,n/a,,12015,22,unigram; bigram; trigram
ark://27927/phx7trx8wpc,The quality of stakeholder engagement in sustainability reporting: empirical evidence and critical points,Corporate Social Responsibility and Environmental Management,2011,10.1002/csr.255,article,portico,01/03/2011,2,18,http://doi.org/10.1002/csr.255,Giacomo Manetti,"John Wiley & Sons, Inc.",eng,110,122,,7371,13,unigram; bigram; trigram
ark://27927/phzhwvb17rq,Parallelization implementation of the multi - EEÄ - EEscale retinex image - EEÄ - EEenhancement algorithm based on a many integrated core platform,Concurrency and Computation: Practice and Experience,2020,10.1002/cpe.5832,article,portico,25/11/2020,22,32,http://doi.org/10.1002/cpe.5832,Fang Huang,"John Wiley & Sons, Inc.",eng,n/a,n/a,,6546,11,unigram; bigram; trigram
ark://27927/phzcnrxp35s,HPC in the cloud: Performance comparison of function as a service (FaaS) vs infrastructure as a service (IaaS),Internet Technology Letters,2020,10.1002/itl2.137,article,portico,01/01/2020,1,3,http://doi.org/10.1002/itl2.137,Sulav Malla; Ken Christensen,"John Wiley & Sons, Inc.",eng,n/a,n/a,,3857,6,unigram; bigram; trigram
ark://27927/phzfnz6dwmr,Issue Matter,Journal of Systems and Information Technology,2020,,article,portico,18/04/2020,4,22,,,Emerald Group Publishing,eng,,,,61635,136,unigram; bigram; trigram
ark://27927/pgj1d0grjrt,From hacker spirit to collaborative terminology,Translation Spaces,2013,10.1075/ts.2.02ric,article,portico,01/01/2013,2,2,http://doi.org/10.1075/ts.2.02ric,Celia Rico,John Benjamins Publishing Company,eng,19,36,,6874,18,unigram; bigram; trigram
ark://27927/pgjj7nnjg4,How do educational administrators in Pakistan seek information? A survey,Information Development,2015,10.1177/0266666913506428,article,portico,01/03/2015,2,31,http://doi.org/10.1177/0266666913506428,Khalid Mahmood; Farzana Shafique,SAGE Publications,eng,101,114,,8464,14,unigram; bigram; trigram
ark://27927/pgj2d6p5gxv,Proposal of a controlled vocabulary to solve semantic interoperability problems in social security information exchanges,Library Hi Tech,2013,10.1108/LHT-02-2013-0018,article,portico,18/11/2013,4,31,http://doi.org/10.1108/LHT-02-2013-0018,"Greenberg, Eva Mendez Rodriguez and Gema Bueno de la FuenteJane,Delgado AzuaraFrancisco,Ram√≥n Hilera Gonz√°lezJos√©,RuggiaRaul",Emerald Group Publishing,eng,,,,7714,18,unigram; bigram; trigram
http://www.jstor.org/stable/43757338,Career Outlook: Spotlight on Health Information Technology,Hispanic Engineer and Information Technology,2011,,article,jstor,01/10/2011,2,26,http://www.jstor.org/stable/43757338,,Career Communications Group,eng,37,47,,5976,10,unigram; bigram; trigram
http://www.jstor.org/stable/24801585,Satellite to begin on-orbit testing,Inside the Air Force,2012,,article,jstor,17/08/2012,33,23,http://www.jstor.org/stable/24801585,Gabe Starosta,Inside Washington Publishers,eng,8,9,,1687,2,unigram; bigram; trigram
ark://27927/phw1nhn2162,"Using mobile technologies for social media based library services at the University of Development Studies Library, Ghana",Information Development,2015,10.1177/0266666913515898,article,portico,01/06/2015,3,31,http://doi.org/10.1177/0266666913515898,Marlene Holmner; Miriam Akeriwa; Cecilia Penzhorn,SAGE Publications,eng,284,293,,6122,10,unigram; bigram; trigram
ark://27927/phxcgm7zk9,Making Smart Cities Smarter  - EEÄ - EE MBSE Driven IoT,INCOSE International Symposium,2016,10.1002/j.2334-5837.2016.00253.x,article,portico,01/07/2016,1,26,http://doi.org/10.1002/j.2334-5837.2016.00253.x,James Hummell; Matthew Hause,"John Wiley & Sons, Inc.",eng,1675,1690,,5985,16,unigram; bigram; trigram
ark://27927/pgh3m45nb0d,2.2.2 Maintaining Emergence in Systems of Systems Integration: a Contractual Approach using SysML,INCOSE International Symposium,2014,10.1002/j.2334-5837.2014.tb03142.x,article,portico,01/07/2014,1,24,http://doi.org/10.1002/j.2334-5837.2014.tb03142.x,Klaus Kristensen; John Fitzgerald; Richard Payne; Jeremy Bryans,"John Wiley & Sons, Inc.",eng,166,181,,7022,16,unigram; bigram; trigram
ark://27927/phw1w78q377,Strategic Planning Process Exercise: A Semester-Long Experiential Approach to Engage Students,Management Teaching Review,2018,10.1177/2379298117702405,article,portico,01/03/2018,1,3,http://doi.org/10.1177/2379298117702405,Jitendra Singh,SAGE Publications,eng,71,85,,4900,15,unigram; bigram; trigram
ark://27927/phz6j67wzd,Research and Application of the IOT Gateway Based on the Real-Time Specification for Java,International Journal of Online Engineering,2018,10.3991/ijoe.v14i03.8419,article,portico,30/03/2018,3,14,http://doi.org/10.3991/ijoe.v14i03.8419,Haitao Lv; Xiaoguang Yue; Haikun Teng; Xinsheng Liu,International Association of Online Engineering,eng,129,141,,4461,13,unigram; bigram; trigram
ark://27927/pgjb7x2d97,Racial and Ethnic Inclusion in the Digital Era: Shifting Discourses in Communications Public Policy,Journal of Social Issues,2015,10.1111/josi.12101,article,portico,01/03/2015,1,71,http://doi.org/10.1111/josi.12101,Felicitas Baruch; Martha Fuentes - EEÄ - EEBautista; Issue Editor: Riva Tukachinsky; Issue Editor: Dana Mastro; Mari Casta√±eda,"John Wiley & Sons, Inc.",eng,139,154,,7266,16,unigram; bigram; trigram
ark://27927/pgkz8phn2t,Production and governance in hackerspaces: A manifestation of Commons-based peer production in the physical realm?,International Journal of Cultural Studies,2015,10.1177/1367877913519310,article,portico,01/09/2015,5,18,http://doi.org/10.1177/1367877913519310,Vasilis Kostakis; Vasilis Niaros; Christos Giotitsas,SAGE Publications,eng,555,573,,9236,19,unigram; bigram; trigram
ark://27927/phw7hb6t4k,"The History, Geography, and Economics of America - EEÄ - EEs Early Computer Clusters, Part 2: Explanations",Information & Culture: A Journal of History,2016,,article,portico,16/10/2016,4,51,,,Project MUSE,eng,445,478,,11996,34,unigram; bigram; trigram
ark://27927/pgj2f0nn0nd,Finding out about social care: what information seekers want,Working with Older People,2013,10.1108/13663661311325508,article,portico,31/05/2013,2,17,http://doi.org/10.1108/13663661311325508,"LesBright,AlisonClarke,GillianDalley",Emerald Group Publishing,eng,85,94,,5926,10,unigram; bigram; trigram
http://www.jstor.org/stable/41756680,HOW CAN I HELP YOU?: BECOMING USER-CENTERED IN SPECIAL COLLECTIONS,Archival Issues,2010,,article,jstor,01/01/2010,2,32,http://www.jstor.org/stable/41756680,VALERIE HARRIS,Midwest Archives Conference,eng,71,97,,10800,27,unigram; bigram; trigram
